car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
2015 Hyundai Grand i10 Sportz,Nov 2015,Third Party insurance,Petrol,5.0,72036.0,Second Owner,Manual,,18.9,1197.0,82.0,,4.3
2017 Maruti Celerio VXI,May 2017,Third Party,Petrol,5.0,88025.0,Second Owner,Manual,,23.1,998.0,67.04,,3.84
2018 Tata Tiago 1.2 Revotron XT,Nov 2018,Third Party insurance,Petrol,5.0,51903.0,First Owner,Manual,,23.84,1199.0,84.0,,4.19
2012 Maruti Wagon R LXI BS IV,Dec 2012,Third Party,Petrol,5.0,20004.0,Second Owner,Manual,,18.9,998.0,67.1,,2.84
2021 Maruti Ignis Sigma BSVI,Jul 2021,Zero Dep,Petrol,5.0,41861.0,First Owner,Manual,,20.89,1197.0,81.8,,5.24
2021 Tata Tiago XZA Plus AMT BSVI,Jun 2021,Zero Dep,Petrol,5.0,24570.0,First Owner,Automatic,,19.0,1199.0,84.82,,7.25
2017 Ford Ecosport 1.5 Ti VCT MT Titanium BSIV,Dec 2017,Third Party,Petrol,5.0,58166.0,Second Owner,Manual,,15.85,1499.0,110.4,,6.0
2012 Mahindra Quanto C6,2012,Third Party insurance,Diesel,7.0,60000.0,First Owner,Manual,,17.21,1493.0,100.0,,2.5
2018 Hyundai Creta 1.6 VTVT SX Plus,2018,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,13.0,1591.0,121.3,,8.0
2018 Mahindra KUV 100 NXT Trip,2018,Third Party insurance,CNG,6.0,40000.0,Second Owner,Manual,,18.15,1198.0,82.0,,3.5
2018 Maruti Baleno 1.2 Delta,2018,Third Party insurance,Petrol,5.0,100000.0,First Owner,Manual,,21.4,1197.0,83.1,,4.5
2014 Maruti Swift Dzire S CNG,2014,Third Party insurance,CNG,5.0,90000.0,Third Owner,Manual,,19.0,1197.0,85.8,,4.7
2011 Toyota Etios GD,2011,Third Party insurance,Diesel,5.0,120000.0,First Owner,Manual,,23.59,1364.0,,,3.5
2022 Maruti Alto 800 VXI BSVI,2022,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,22.05,796.0,47.33,,4.9
2019 Hyundai Venue SX Opt Diesel BSIV,2019,Third Party insurance,Diesel,5.0,40000.0,First Owner,Manual,,23.7,1396.0,88.7,,10.0
2014 Honda City i VTEC V,Aug 2014,Comprehensive,Petrol,5.0,44540.0,First Owner,Manual,,17.4,1497.0,117.3,,5.98
2020 Maruti SX4 S Cross Alpha,Sept 2020,Zero Dep,Petrol,5.0,6133.0,First Owner,Manual,,18.55,1462.0,103.25,,8.92
2015 Maruti Swift VXI,May 2015,Comprehensive,Petrol,5.0,43013.0,First Owner,Manual,,22.38,1197.0,88.5,,4.74
2020 Hyundai Verna SX AT Diesel,Oct 2020,Zero Dep,Diesel,5.0,44500.0,First Owner,Automatic,,21.3,1493.0,113.45,,13.13
2015 Hyundai Verna 1.6 VTVT S Option,May 2015,Comprehensive,Petrol,5.0,78857.0,First Owner,Manual,,17.01,1591.0,121.4,,6.03
2019 Jeep Compass 1.4 Longitude Option BSIV,Jun 2019,Third Party,Petrol,5.0,46726.0,First Owner,Automatic,,16.0,1368.0,160.77,,14.32
2020 Mahindra XUV300 W8 AMT Optional Diesel BSVI,Jun 2020,Comprehensive,Diesel,5.0,38279.0,First Owner,Automatic,,19.7,1497.0,115.05,,11.24
2017 Maruti Swift Dzire AMT ZXI Plus,Oct 2017,Zero Dep,Petrol,5.0,30658.0,First Owner,Automatic,,21.21,1197.0,81.8,,7.19
2016 Maruti Wagon R AMT VXI,Oct 2016,Third Party insurance,Petrol,5.0,58760.0,First Owner,Automatic,,20.51,998.0,67.0,,3.99
2022 Volkswagen Vento 1.0 TSI Highline Plus AT,Jun 2022,Third Party,Petrol,5.0,4150.0,First Owner,Automatic,,16.35,999.0,108.62,,12.56
2009 Maruti Wagon R VXI BS IV,2009,Third Party insurance,Petrol,5.0,150000.0,Third Owner,Manual,,18.9,998.0,67.1,,1.45
2017 Ford Endeavour 3.2 Titanium AT 4X4,2017,Third Party insurance,Diesel,7.0,120000.0,Second Owner,Automatic,,10.91,3198.0,197.0,,20.0
2021 Maruti Ertiga ZXI,2021,Third Party insurance,Petrol,7.0,20000.0,Second Owner,Manual,,19.01,1462.0,103.26,,9.5
2018 Maruti Ciaz 1.4 Delta,2018,Third Party insurance,Petrol,5.0,120000.0,Second Owner,Manual,,20.73,1373.0,91.1,,4.5
2010 Chevrolet Spark 1.0 PS,2010,Third Party insurance,Petrol,5.0,80000.0,Third Owner,Manual,,16.0,995.0,63.0,,85000.0
2018 Maruti Alto K10 VXI,2018,Third Party insurance,Petrol,5.0,70000.0,Second Owner,Manual,,23.95,998.0,67.05,,3.75
2022 Hyundai Verna SX,2022,Third Party insurance,Petrol,5.0,40000.0,First Owner,Manual,,17.7,1497.0,113.18,,10.5
2012 Mahindra XUV500 W6 2WD,2012,Third Party insurance,Diesel,7.0,120000.0,First Owner,Manual,,15.1,2179.0,140.0,,5.5
2019 Tata Tiago XZA Plus,Sept 2019,Zero Dep,Petrol,5.0,23375.0,Second Owner,Automatic,,23.84,1199.0,83.83,,5.9
2020 Hyundai Verna SX IVT,Aug 2020,Zero Dep,Petrol,5.0,39573.0,First Owner,Automatic,,18.45,1497.0,113.18,,11.11
2022 Maruti Baleno Zeta BSVI,Feb 2022,Zero Dep,Petrol,5.0,21555.0,First Owner,Manual,,22.35,1197.0,88.5,,8.09
2018 Hyundai Grand i10 1.2 Kappa Magna BSIV,Mar 2018,Third Party,Petrol,5.0,27334.0,First Owner,Manual,,18.9,1197.0,81.86,,4.98
2020 Maruti Ignis 1.2 Sigma BSIV,Jan 2021,Third Party,Petrol,5.0,20764.0,First Owner,Manual,,20.89,1197.0,81.8,,4.84
2016 Hyundai Xcent 1.2 Kappa S Celebration Edition,Jan 2017,Third Party,Petrol,5.0,93800.0,First Owner,Manual,,19.1,1197.0,82.0,,5.03
2015 Hyundai Grand i10 Magna,Feb 2016,Third Party,Petrol,5.0,33990.0,First Owner,Manual,,18.9,1197.0,82.0,,4.76
2014 Honda City i VTEC V,Apr 2014,Third Party,Petrol,5.0,78151.0,Second Owner,Manual,,17.4,1497.0,117.3,,6.05
2020 Hyundai i20 Sportz BSVI,Jan 2021,Third Party,Petrol,5.0,35792.0,First Owner,Manual,,21.0,1197.0,81.8,,7.93
2017 Honda City i-DTEC ZX,Jun 2017,Third Party,Diesel,5.0,107239.0,First Owner,Manual,,25.6,1498.0,97.9,,7.85
2019 Hyundai i20 Magna Plus BSIV,Oct 2019,Third Party insurance,Petrol,5.0,46936.0,First Owner,Manual,,18.6,1197.0,81.86,,6.13
2022 Nissan Magnite Turbo CVT XV Premium BSVI,Jun 2022,Third Party,Petrol,5.0,10680.0,First Owner,Automatic,,17.4,999.0,98.63,,10.19
2017 Maruti Celerio ZXI,2017,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,23.1,998.0,67.04,,4.1
2012 Mahindra Quanto C8,2012,Third Party insurance,Diesel,7.0,90000.0,First Owner,Manual,,17.21,1493.0,100.0,,2.7
2021 Tata Harrier XT plus 2020-2022,2021,Third Party insurance,Diesel,5.0,30000.0,Second Owner,Manual,,16.35,1956.0,167.67,,16.5
2012 Honda Civic 1.8 V MT,2012,Third Party insurance,Petrol,5.0,80000.0,Third Owner,Manual,,14.8,1799.0,130.2,,3.5
2009 Hyundai i10 Magna 1.1,2009,Third Party insurance,Petrol,5.0,100000.0,Second Owner,Manual,,19.81,1086.0,68.05,,1.5
2019 Maruti Alto 800 VXI Optional,2019,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,24.7,796.0,47.3,,3.7
2021 Hyundai Creta SX IVT BSVI,2021,Third Party insurance,Petrol,5.0,40000.0,First Owner,Automatic,,,1497.0,113.18,,16.5
2016 Maruti Swift VDI Deca,2016,Third Party insurance,Diesel,5.0,50000.0,First Owner,Manual,,25.2,1248.0,74.0,,5.4
2016 Maruti Ciaz VXi,Oct 2016,Third Party insurance,Petrol,5.0,54991.0,First Owner,Manual,,20.73,1373.0,91.1,,5.32
2021 Nissan Magnite XL BSVI,Mar 2021,Zero Dep,Petrol,5.0,17732.0,First Owner,Manual,,18.75,999.0,71.02,,5.6
2017 Hyundai i20 1.2 Magna Executive,Aug 2017,Comprehensive,Petrol,5.0,79278.0,First Owner,Manual,,18.6,1197.0,81.83,,4.93
2016 Hyundai Creta 1.6 VTVT SX Plus,Feb 2016,Third Party insurance,Petrol,5.0,117536.0,First Owner,Manual,,13.0,1591.0,121.3,,7.83
2021 Renault Kiger RXZ,Mar 2021,Zero Dep,Petrol,5.0,15987.0,First Owner,Manual,,19.17,999.0,71.01,,7.19
2019 Maruti Celerio ZXI,Jul 2019,Third Party,Petrol,5.0,35898.0,First Owner,Manual,,25.24,998.0,65.71,,4.63
2021 Hyundai Venue SX Plus Turbo DCT,Dec 2021,Zero Dep,Petrol,5.0,49347.0,First Owner,Automatic,,18.15,998.0,118.35,,10.46
2016 Maruti Vitara Brezza ZDi Plus Dual Tone,Jun 2016,Third Party,Diesel,5.0,34465.0,Second Owner,Manual,,24.3,1248.0,88.5,,7.8
2022 Tata Tiago XT CNG BSVI,Jan 2022,Zero Dep,CNG,5.0,25813.0,First Owner,Manual,,26.49,1199.0,72.0,,6.69
2012 Honda Brio V MT,Jul 2012,Third Party,Petrol,5.0,55310.0,Second Owner,Manual,,19.4,1198.0,86.8,,2.66
2012 Maruti Swift Dzire VXI,May 2012,Comprehensive,Petrol,5.0,119603.0,Third Owner,Manual,,22.41,1197.0,88.5,,3.14
2019 Maruti Alto K10 VXI Optional,Jul 2019,Zero Dep,Petrol,5.0,30899.0,First Owner,Manual,,23.95,998.0,67.05,,3.84
2022 Toyota Urban cruiser High,2022,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,17.03,1462.0,103.26,,9.5
2020 Maruti Swift AMT VDI,2020,Third Party insurance,Diesel,5.0,60000.0,First Owner,Automatic,,28.4,1248.0,74.0,,7.5
2021 Tata Harrier XT plus 2020-2022,2021,Third Party insurance,Diesel,5.0,30000.0,Second Owner,Manual,,16.35,1956.0,167.67,,16.9
2009 Hyundai i10 Magna 1.1,2009,Third Party insurance,Petrol,5.0,100000.0,Second Owner,Manual,,19.81,1086.0,68.05,,1.7
2021 Tata Harrier XT plus 2020-2022,2021,Third Party insurance,Diesel,5.0,30000.0,Second Owner,Manual,,16.35,1956.0,167.67,,16.9
2020 Maruti Swift AMT VDI,2020,Third Party insurance,Diesel,5.0,60000.0,First Owner,Automatic,,28.4,1248.0,74.0,,7.35
2015 Volkswagen Jetta 2.0L TDI Highline AT,2015,Third Party insurance,Diesel,5.0,120000.0,First Owner,Automatic,,16.96,1968.0,138.03,,10.5
2017 Hyundai Elantra 2.0 SX Option AT,Jul 2017,Third Party,Petrol,5.0,69301.0,First Owner,Automatic,,14.62,1999.0,149.92,,11.4
2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,Mar 2020,Third Party,Petrol,5.0,31304.0,First Owner,Manual,,18.9,1197.0,81.86,,5.24
2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Feb 2018,Third Party,Petrol,5.0,39427.0,Third Owner,Automatic,,14.8,1497.0,121.36,,7.11
2017 Mahindra XUV500 AT W10 1.99 mHawk,Feb 2017,Comprehensive,Diesel,7.0,79282.0,Second Owner,Automatic,,16.0,1997.0,140.0,,9.98
2017 Honda BR-V i-VTEC S MT,Jun 2017,Third Party,Petrol,7.0,88155.0,First Owner,Manual,,15.4,1497.0,117.3,,7.29
2017 Toyota Corolla Altis VL AT,Jun 2017,Third Party,Petrol,5.0,95914.0,Third Owner,Automatic,,14.28,1798.0,138.03,,9.27
2018 Maruti Ignis 1.2 AMT Alpha BSIV,Jun 2018,Third Party,Petrol,5.0,68107.0,Second Owner,Automatic,,20.89,1197.0,81.8,,4.98
2022 Renault Triber RXZ BSVI,Jun 2022,Third Party,Petrol,7.0,2464.0,First Owner,Manual,,20.0,999.0,71.01,,7.72
2018 Honda Amaze S Petrol BSIV,Aug 2018,Zero Dep,Petrol,5.0,42463.0,Second Owner,Manual,,19.5,1199.0,88.76,,5.6
2014 Maruti Swift Dzire VXI,Apr 2014,Comprehensive,Petrol,5.0,24047.0,First Owner,Manual,,22.41,1197.0,88.5,,4.52
2017 Tata Tigor 1.2 Revotron XT,Aug 2017,Third Party insurance,Petrol,5.0,110462.0,First Owner,Manual,,20.3,1199.0,84.0,,4.17
2021 Renault KWID 1.0 RXT Opt,Jul 2021,Zero Dep,Petrol,5.0,26757.0,First Owner,Manual,,21.74,999.0,67.0,,4.4
2019 Hyundai Tucson 2.0 Dual VTVT 2WD AT GL Opt,2019,Third Party insurance,Petrol,5.0,30000.0,First Owner,Automatic,,12.95,1999.0,152.88,,17.0
2012 Hyundai EON D Lite Plus,2012,Third Party insurance,Petrol,5.0,120000.0,Fourth & Above Owner,Manual,,21.1,814.0,55.2,,1.65
2011 Maruti Alto K10 LXI,2011,Third Party insurance,Petrol,5.0,60000.0,Fourth & Above Owner,Manual,,20.92,998.0,67.1,,1.5
2013 BMW X3 xDrive20d,2013,Third Party insurance,Diesel,5.0,120000.0,Second Owner,Automatic,,16.09,1995.0,184.0,,15.0
2022 Mahindra Thar LX 4-Str Hard Top Diesel AT BSVI,2022,Third Party insurance,Diesel,4.0,40000.0,First Owner,Automatic,,,2184.0,130.0,,16.3
2022 Kia Seltos HTX Diesel,2022,Third Party insurance,Diesel,5.0,10000.0,First Owner,Manual,,20.8,1493.0,113.43,,17.4
2016 Maruti Swift Dzire VXI,2016,Third Party insurance,Petrol,5.0,60000.0,First Owner,Manual,,20.85,1197.0,83.14,,4.5
2020 Hyundai Grand i10 Nios Sportz,2020,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,20.7,1197.0,81.86,,6.55
2016 Hyundai Grand i10 Magna,Jun 2016,Comprehensive,Petrol,5.0,71337.0,First Owner,Manual,,18.9,1197.0,82.0,,4.18
2016 Hyundai Creta 1.6 CRDi AT SX Plus,Jun 2016,Third Party insurance,Diesel,5.0,101807.0,Second Owner,Automatic,,17.01,1582.0,126.2,,8.36
2022 Hyundai Santro Era Executive,Feb 2022,Third Party,Petrol,5.0,20113.0,First Owner,Manual,,20.3,1086.0,68.05,,4.85
2022 Maruti Ciaz Alpha AT BSVI,Jun 2022,Third Party,Petrol,5.0,9921.0,First Owner,Automatic,,20.04,1462.0,103.25,,10.35
2012 Hyundai i20 1.2 Magna Opt,Dec 2012,Comprehensive,Petrol,5.0,70600.0,Second Owner,Manual,,17.0,1197.0,805200.0,,3.27
2019 Maruti XL6 Alpha AT,Jan 2020,Zero Dep,Petrol,6.0,19311.0,Second Owner,Automatic,,17.99,1462.0,103.2,,9.39
2021 Maruti S-Presso VXI Plus 2019-2022,Jun 2021,Comprehensive,Petrol,5.0,29235.0,First Owner,Manual,,21.7,998.0,65.71,,4.69
2012 Hyundai i20 Sportz 1.2,Jun 2012,Third Party,Petrol,5.0,76643.0,Second Owner,Manual,,18.5,1197.0,82.85,,3.4
2021 Kia Sonet HTX Turbo iMT BSVI,May 2021,Third Party,Petrol,5.0,11487.0,First Owner,Manual,,18.2,998.0,118.36,,9.15
2015 Mahindra TUV 300 T8,Oct 2015,Third Party insurance,Diesel,7.0,115086.0,Second Owner,Manual,,18.49,1493.0,100.0,,4.9
2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,Sept 2017,Zero Dep,Petrol,5.0,99358.0,First Owner,Manual,,18.9,1197.0,81.86,,4.09
2011 Volkswagen Polo Petrol Trendline 1.2L,2011,Third Party insurance,Petrol,5.0,90000.0,Third Owner,Manual,,16.47,1198.0,73.9,,1.65
2021 Renault KWID 1.0 RXT Opt,2021,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,21.74,999.0,67.0,,4.75
2018 Honda Amaze S i-DTEC,2018,Third Party insurance,Diesel,5.0,80000.0,First Owner,Manual,,25.8,1498.0,98.6,,6.0
2007 Hyundai Getz GVS,2007,Third Party insurance,Petrol,5.0,120000.0,Second Owner,Manual,,15.3,1341.0,61.0,,1.0
2020 Hyundai Grand i10 Nios Sportz,2020,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,20.7,1197.0,81.86,,6.5
2021 Kia Seltos GTX Plus Diesel AT,2021,Third Party insurance,Diesel,5.0,30000.0,First Owner,Automatic,,18.0,1493.0,113.43,,17.41
2012 Hyundai Verna 1.6 SX,2012,Third Party insurance,Diesel,5.0,90000.0,Third Owner,Manual,,22.32,1582.0,126.32,,3.6
2019 Hyundai Santro Sportz AMT BSIV,Aug 2019,Third Party insurance,Petrol,5.0,22261.0,First Owner,Automatic,,20.3,1086.0,68.0,,5.51
2016 Hyundai Grand i10 Sportz,Sept 2016,Comprehensive,Petrol,5.0,36493.0,First Owner,Manual,,18.9,1197.0,82.0,,4.54
2021 Tata Nexon XZ Plus DualTone Roof,Aug 2021,Zero Dep,Petrol,5.0,10667.0,First Owner,Manual,,17.57,1199.0,118.36,,11.16
2021 Mahindra Thar LX 4-Str Hard Top AT BSVI,Dec 2021,Zero Dep,Petrol,4.0,9087.0,First Owner,Automatic,,,1997.0,150.0,,14.77
2022 Renault KWID Climber 1.0 MT Opt,Jun 2022,Third Party,Petrol,5.0,7641.0,Second Owner,Manual,,21.74,999.0,67.0,,4.86
2019 Maruti Baleno 1.2 Delta,Dec 2019,Third Party insurance,Petrol,5.0,49217.0,First Owner,Manual,,21.4,1197.0,83.1,,5.75
2017 Honda Jazz 1.2 V i VTEC,Aug 2017,Third Party insurance,Petrol,5.0,69508.0,First Owner,Manual,,18.7,1199.0,88.7,,4.85
2019 Hyundai Santro Sportz BSIV,Jun 2019,Third Party insurance,Petrol,5.0,53748.0,First Owner,Manual,,20.3,1086.0,68.0,,4.63
2014 Maruti Swift Dzire VXI,Oct 2014,Comprehensive,Petrol,5.0,42776.0,First Owner,Manual,,22.41,1197.0,88.5,,4.64
2016 Hyundai i10 Magna 1.1L,Sept 2016,Comprehensive,Petrol,5.0,101623.0,First Owner,Manual,,19.81,1086.0,68.05,,3.31
2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Jun 2018,Third Party insurance,Petrol,5.0,71070.0,First Owner,Automatic,,14.8,1497.0,121.36,,7.51
2015 Hyundai Grand i10 Magna,Aug 2015,Comprehensive,Petrol,5.0,75492.0,First Owner,Manual,,18.9,1197.0,82.0,,4.41
2011 Hyundai Verna 1.6 SX CRDi (O),2011,Third Party insurance,Diesel,5.0,120000.0,Fourth & Above Owner,Manual,,22.32,1582.0,126.32,,2.7
2016 Maruti Swift VDI Deca,2016,Third Party insurance,Diesel,5.0,50000.0,First Owner,Manual,,25.2,1248.0,74.0,,5.4
2018 Renault Captur 1.5 Diesel Platine,2018,Third Party insurance,Diesel,5.0,80000.0,Second Owner,Manual,,20.37,1461.0,108.45,,7.55
2016 Hyundai Creta 1.4 CRDi S Plus,2016,Third Party insurance,Diesel,5.0,120000.0,First Owner,Manual,,21.38,1396.0,88.7,,9.5
2011 Maruti Swift VDI,2011,Third Party insurance,Diesel,5.0,100000.0,Third Owner,Manual,,22.9,1248.0,74.0,,2.65
2010 Chevrolet Spark 1.0 LS,2010,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,18.0,995.0,62.0,,1.0
2013 Hyundai EON Magna Plus,2013,Third Party insurance,Petrol,5.0,70000.0,Third Owner,Manual,,21.1,814.0,55.2,,1.9
2013 Ford Figo Diesel Titanium,2013,Third Party insurance,Diesel,5.0,120000.0,Third Owner,Manual,,20.0,1399.0,68.05,,1.7
2020 Maruti Celerio VXI,Aug 2020,Third Party,Petrol,5.0,31599.0,First Owner,Manual,,25.24,998.0,65.71,,4.63
2022 Renault KWID CLIMBER BSVI,Jul 2022,Zero Dep,Petrol,5.0,4139.0,First Owner,Manual,,21.46,999.0,67.06,,5.03
2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,Jun 2019,Third Party,Petrol,5.0,34005.0,First Owner,Manual,,18.9,1197.0,81.86,,5.56
2016 Hyundai Grand i10 Sportz,Feb 2016,Third Party,Petrol,5.0,53162.0,First Owner,Manual,,18.9,1197.0,82.0,,4.26
2018 Hyundai Creta 1.6 CRDi AT SX Plus,Jun 2018,Third Party,Diesel,5.0,99860.0,First Owner,Automatic,,17.01,1582.0,126.2,,10.06
2018 Maruti Alto K10 VXI,Oct 2018,Third Party insurance,Petrol,5.0,66802.0,First Owner,Manual,,24.39,998.0,65.71,,3.26
2013 Honda Brio S MT,Jun 2013,Comprehensive,Petrol,5.0,64551.0,First Owner,Manual,,19.4,1198.0,86.8,,2.97
2019 Hyundai i20 Sportz Plus BSIV,Nov 2019,Comprehensive,Petrol,5.0,63173.0,First Owner,Manual,,18.6,1197.0,81.86,,6.53
2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,Apr 2017,Comprehensive,Petrol,5.0,35775.0,First Owner,Manual,,18.9,1197.0,81.86,,4.71
2016 Honda City i VTEC CVT SV,May 2016,Third Party,Petrol,5.0,70833.0,Third Owner,Automatic,,18.0,1497.0,117.3,,5.96
2021 Mahindra XUV500 W11 Option AT,Aug 2021,Third Party,Diesel,7.0,13941.0,First Owner,Automatic,,15.1,2179.0,152.87,,17.68
2018 Mahindra KUV 100 NXT D75 K2,2018,Third Party insurance,Diesel,6.0,90000.0,First Owner,Manual,,25.32,1198.0,77.0,,3.5
2009 Maruti Alto LXi,2009,Third Party insurance,Petrol,5.0,80000.0,Second Owner,Manual,,19.7,796.0,46.3,,1.25
2009 Honda City 1.5 E MT,2009,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,17.0,1497.0,1186600.0,,3.0
2016 Hyundai Grand i10 Sportz,2016,Third Party insurance,Petrol,5.0,60000.0,Second Owner,Manual,,18.9,1197.0,82.0,,3.1
2009 Chevrolet Spark 1.0 LT,2009,Third Party insurance,Petrol,5.0,60000.0,Second Owner,Manual,,18.0,995.0,62.0,,1.5
2015 Hyundai Verna 1.6 CRDi AT SX,2015,Third Party insurance,Diesel,5.0,100000.0,Third Owner,Automatic,,19.08,1582.0,126.2,,4.52
2020 Kia Seltos HTX IVT G,2020,Third Party insurance,Petrol,5.0,30000.0,First Owner,Automatic,,16.8,1497.0,113.42,,14.5
2008 Maruti Swift Ldi BSII,2008,Third Party insurance,Diesel,5.0,120000.0,Second Owner,Manual,,17.8,1248.0,75.0,,1.75
2021 Nissan Magnite XV Premium BSVI,Apr 2021,Zero Dep,Petrol,5.0,48964.0,First Owner,Manual,,18.75,999.0,71.02,,7.33
2021 Maruti XL6 Alpha AT,Sept 2021,Zero Dep,Petrol,6.0,25692.0,First Owner,Automatic,,20.27,1462.0,101.65,,11.15
2019 Hyundai i20 Sportz Plus BSIV,Aug 2019,Zero Dep,Petrol,5.0,67449.0,Second Owner,Manual,,18.6,1197.0,81.86,,6.12
2021 Nissan Magnite Turbo CVT XL BSVI,Feb 2021,Third Party,Petrol,5.0,25725.0,First Owner,Automatic,,17.7,999.0,98.63,,7.71
2018 Hyundai i20 1.2 Asta,Mar 2019,Third Party insurance,Petrol,5.0,30264.0,First Owner,Manual,,18.6,1197.0,81.83,,6.65
2018 Hyundai i20 1.2 Asta,Apr 2018,Comprehensive,Petrol,5.0,56417.0,First Owner,Manual,,18.6,1197.0,81.83,,6.43
2021 Tata Nexon XMA S AMT Diesel,Jun 2021,Third Party insurance,Diesel,5.0,26606.0,First Owner,Automatic,,24.07,1497.0,113.42,,10.22
2022 Maruti Ciaz Alpha BSVI,Jun 2022,Zero Dep,Petrol,5.0,15473.0,First Owner,Manual,,20.65,1462.0,103.25,,10.12
2019 Maruti XL6 Alpha,Sept 2020,Third Party insurance,Petrol,6.0,29430.0,First Owner,Manual,,19.01,1462.0,103.2,,9.32
2020 Tata Nexon XZ Plus (O) BSVI,Oct 2020,Third Party,Petrol,5.0,57919.0,First Owner,Manual,,17.57,1199.0,118.36,,8.74
2014 Honda City i DTEC VX,2014,Third Party insurance,Diesel,5.0,120000.0,Second Owner,Manual,,25.1,1498.0,98.6,,4.5
2013 Hyundai Verna 1.4 VTVT,2013,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,17.43,1396.0,105.5,,6.0
2020 Tata Altroz XE BSVI,2020,Third Party insurance,Petrol,5.0,30000.0,First Owner,Manual,,19.33,1199.0,86.83,,5.5
2018 Mahindra Marazzo M6 8Str,2018,Third Party insurance,Diesel,8.0,80000.0,Second Owner,Manual,,17.3,1497.0,121.0,,8.5
2010 Skoda Superb 2.5 V6 TDI,2010,Third Party insurance,Diesel,5.0,120000.0,Second Owner,Automatic,,11.9,2496.0,163.2,,3.0
2014 Hyundai Xcent 1.2 Kappa S,2014,Third Party insurance,Petrol,5.0,60000.0,First Owner,Manual,,19.1,1197.0,82.0,,3.3
2013 Mahindra XUV500 W8 AWD,2013,Third Party insurance,Diesel,7.0,80000.0,Second Owner,Manual,,15.1,2179.0,140.0,,6.12
2020 Ford Ecosport 1.5 Diesel Titanium Plus,2020,Third Party insurance,Diesel,5.0,70000.0,First Owner,Manual,,21.7,1498.0,98.96,,9.0
2019 Hyundai i20 Magna Plus BSIV,Aug 2019,Third Party insurance,Petrol,5.0,41942.0,First Owner,Manual,,18.6,1197.0,81.86,,6.13
2017 Hyundai i20 Asta 1.4 CRDi,Jun 2017,Comprehensive,Diesel,5.0,116263.0,Third Owner,Manual,,22.54,1396.0,88.73,,5.65
2013 Maruti Swift Dzire VDI,Feb 2013,Third Party,Diesel,5.0,96738.0,Second Owner,Manual,,23.4,1248.0,74.0,,3.93
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Apr 2017,Third Party insurance,Petrol,5.0,31463.0,Second Owner,Manual,,18.9,1197.0,81.86,,4.94
2017 Maruti Vitara Brezza ZDi Plus Dual Tone,Apr 2017,Zero Dep,Diesel,5.0,97788.0,Second Owner,Manual,,24.3,1248.0,88.5,,6.99
2017 Audi Q3 35 TDI Quattro Technology,Aug 2017,Comprehensive,Diesel,5.0,76081.0,First Owner,Automatic,,15.17,1968.0,181.0,,22.9
2019 Hyundai i20 Sportz Plus BSIV,Sept 2019,Third Party,Petrol,5.0,26880.0,Second Owner,Manual,,18.6,1197.0,81.86,,6.48
2019 Maruti Baleno 1.2 Alpha,Feb 2020,Zero Dep,Petrol,5.0,38368.0,Second Owner,Manual,,21.4,1197.0,83.1,,6.18
2018 Maruti Vitara Brezza VDi,Feb 2019,Third Party insurance,Diesel,5.0,70921.0,Second Owner,Manual,,24.3,1248.0,88.5,,7.75
2016 Hyundai i20 Sportz 1.2,May 2016,Zero Dep,Petrol,5.0,101399.0,First Owner,Manual,,18.6,1197.0,81.83,,5.34
2017 Hyundai i20 1.2 Asta Option,Aug 2017,Zero Dep,Petrol,5.0,41497.0,First Owner,Manual,,18.6,1197.0,81.83,,6.2
2019 Maruti Swift VXI,Jun 2019,Zero Dep,Petrol,5.0,43012.0,First Owner,Manual,,22.38,1197.0,88.5,,5.74
2016 Honda Amaze S i-VTEC,2016,Third Party insurance,Petrol,5.0,40000.0,First Owner,Manual,,17.8,1198.0,86.7,,3.65
2010 Hyundai Verna Transform SX VGT CRDi,Nov 2010,Third Party,Diesel,5.0,108193.0,Second Owner,Manual,,16.2,1493.0,1104000.0,,1.75
2016 Ford Ecosport 1.0 Ecoboost Titanium Plus BSIV,Sept 2016,Zero Dep,Petrol,5.0,114033.0,First Owner,Manual,,18.88,999.0,123.24,,4.7
2013 Renault Duster 85PS Diesel RxL,Oct 2013,Zero Dep,Diesel,5.0,118564.0,First Owner,Manual,,20.45,1461.0,83.8,,3.8
